2.5097876000360728e-05,1709.0
0.0001526752135025152,870.0
9.02859314407756e-05,880.0
9.557980411306739e-05,719.0
7.959892202972227e-05,862.0
0.00010205970871409821,857.0
0.0004373737490291731,534.0
9.39859328988154e-05,1014.0
0.00011944075348538817,1017.0
0.00010152666733682822,854.0
0.0001697229253560801,870.0
0.00014752968582963958,842.0
0.00022777910286121854,731.0
0.00017810590696096384,703.0
0.00022531988131347137,704.0
0.00022242710494426693,648.0
0.00037157506035723995,617.0
0.0003143099168467708,625.0
7.888680565870542e-05,1051.0
0.00021670465009363115,651.0
0.0016926738891655474,300.0
0.001855920020540165,148.0
0.0012527959517453107,335.0
0.0003632183947716201,444.0
0.0005302796519555235,511.0
0.00024679380426251193,561.0
0.00044042936221922146,458.0
0.0005763525420395974,483.0
0.00018324344317080423,487.0
0.0004443201105885619,461.0
0.0002650704936638465,502.0
0.00027507410533801646,513.0
0.00016648723395053922,495.0
0.00025779235503347215,461.0
0.00023285838725852826,498.0
0.0001812264787946045,492.0
0.00021580671443325087,519.0
0.0002498525522999102,520.0
0.0001749316694882188,499.0
0.00031286875993877917,535.0
0.00031384785764983013,478.0
0.0002730910842683353,465.0
0.00036035506047150245,459.0
0.00021247308384710946,429.0
0.00030280945813016794,466.0
0.0004534133503387265,429.0
8.741000582163186e-05,713.0
5.984889439154949e-05,1009.0
5.8394137241252424e-05,1063.0
7.656472724494774e-05,1115.0
6.569989890314992e-05,1048.0
7.865898560241634e-05,828.0
0.00010257913765524114,1039.0
3.9656345130038685e-05,1078.0
0.00012855158431155346,817.0
8.186165094429561e-05,816.0
9.680926943569274e-05,858.0
0.00010398354553216234,876.0
3.675190848509263e-05,1315.0
5.9404992732646456e-05,1146.0
8.185785115888845e-05,813.0
0.0002041195209299753,772.0
7.672640050683092e-05,825.0
6.263981681152382e-05,1028.0
7.776435964215053e-05,850.0
0.0003653604533021992,541.0
9.16021258474523e-05,858.0
7.268419267497363e-05,935.0
0.00015106454993932746,731.0
4.300350445982806e-05,1284.0
5.199141637145842e-05,1158.0
4.7404523058895264e-05,1935.0
3.682013845657357e-05,1156.0
4.9185848545275065e-05,796.0
6.403228890629434e-05,786.0
7.384226274896662e-05,940.0
